correlation_id,src_user,dst_computer,event_type,start_time,end_time,group_count,underlying_event_count
158,C5016$@DOM1,C586,LogOn_Success,150908,150909,2,2
159,C5074$@DOM1,C612,LogOff_Success,150904,150908,2,2
160,C5074$@DOM1,C612,LogOn_Success,150900,150904,2,2
161,C517$@DOM1,C517,TGS_Success,150889,150891,2,2
162,C517$@DOM1,C625,LogOff_Success,150920,150922,2,2
163,C517$@DOM1,C625,LogOn_Success,150920,150922,2,2
164,C523$@DOM1,C1640,TGS_Success,150895,150896,2,2
165,C523$@DOM1,C528,LogOn_Success,150909,150910,2,2
166,C523$@DOM1,C612,LogOn_Success,150910,150912,2,2
167,C523$@DOM1,C625,LogOn_Success,150911,150915,2,2
168,C5303$@DOM1,C2106,LogOff_Success,150887,150890,2,2
169,C538$@DOM1,C2106,LogOff_Success,150886,150889,2,2
170,C538$@DOM1,C625,LogOff_Success,150915,150920,4,4
171,C538$@DOM1,C625,LogOn_Success,150915,150917,2,2
172,C553$@DOM1,C2106,LogOn_Success,150884,150887,2,2
173,C553$@DOM1,C457,LogOff_Success,150916,150918,2,2
174,C553$@DOM1,C457,LogOn_Success,150913,150918,3,3
175,C553$@DOM1,C467,LogOn_Success,150927,150929,2,2
176,C553$@DOM1,C553,TGS_Success,150907,150910,2,2
177,C553$@DOM1,C625,LogOff_Success,150913,150916,2,2
178,C567$@DOM1,C529,LogOn_Success,150899,150904,4,4
179,C599$@DOM1,C625,LogOn_Success,150919,150920,2,2
180,C619$@DOM1,C528,LogOn_Success,150920,150921,2,2
181,C62$@DOM1,C529,LogOn_Success,150909,150913,2,2
182,C6379$@DOM1,C1065,LogOn_Success,150916,150918,2,3
183,C6393$@DOM1,C612,LogOn_Success,150899,150904,3,3
184,C6572$@DOM1,C467,LogOff_Success,150885,150886,2,2
185,C6572$@DOM1,C467,LogOn_Success,150885,150886,2,2
186,C6707$@DOM1,C612,LogOn_Success,150908,150911,2,2
187,C6707$@DOM1,C625,TGS_Success,150906,150909,2,2
188,C678$@DOM1,C625,LogOn_Success,150915,150917,2,2
189,C678$@DOM1,C625,TGS_Success,150915,150917,2,2
190,C6793$@DOM1,C612,LogOn_Success,150886,150887,2,2
191,C6793$@DOM1,C612,TGS_Success,150886,150887,2,2
192,C6828$@DOM1,C612,LogOn_Success,150906,150910,2,2
193,C6969$@DOM1,C586,LogOn_Success,150901,150904,2,2
194,C6981$@DOM1,C529,LogOff_Success,150895,150896,2,2
195,C6981$@DOM1,C529,LogOn_Success,150895,150896,2,2
196,C700$@DOM1,C467,LogOn_Success,150916,150917,2,2
197,C722$@DOM1,C467,LogOn_Success,150887,150889,3,3
198,C7456$@DOM1,C625,LogOn_Success,150916,150917,2,2
199,C7668$@DOM1,C612,LogOff_Success,150900,150904,2,2
200,C7786$@DOM1,C529,LogOn_Success,150912,150914,3,3
201,C7858$@DOM1,C467,LogOff_Success,150912,150915,2,2
202,C787$@DOM1,C612,LogOff_Success,150903,150907,2,2
203,C8094$@DOM1,C586,LogOn_Success,150886,150889,3,3
204,C8219$@DOM1,C612,LogOff_Success,150912,150913,2,2
205,C8219$@DOM1,C612,LogOn_Success,150901,150905,2,2
206,C8260$@DOM1,C612,LogOff_Success,150899,150904,2,2
207,C830$@DOM1,C528,LogOff_Success,150921,150923,3,3
208,C8681$@DOM1,C467,LogOn_Success,150888,150889,2,2
209,C8681$@DOM1,C529,LogOn_Success,150905,150907,2,2
210,C8836$@DOM1,C467,LogOn_Success,150910,150911,2,2
211,C8836$@DOM1,C586,LogOn_Success,150880,150882,2,2
212,C8966$@DOM1,C528,LogOn_Success,150900,150904,2,2
213,C9028$@DOM1,C612,LogOn_Success,150884,150885,2,2
214,C9028$@DOM1,C625,LogOff_Success,150921,150922,2,2
215,C9216$@DOM1,C612,LogOff_Success,150887,150892,2,2
216,C9248$@DOM1,C612,LogOff_Success,150911,150912,2,2
217,C9248$@DOM1,C612,LogOn_Success,150901,150905,2,2
218,C9382$@DOM1,C528,LogOff_Success,150882,150884,2,2
219,C9382$@DOM1,C528,LogOn_Success,150882,150884,2,2
220,C9522$@DOM1,C612,LogOff_Success,150907,150910,2,2
221,C9544$@DOM1,C2106,LogOff_Success,150893,150894,2,2
222,C9544$@DOM1,C2106,LogOn_Success,150893,150894,2,2
223,C9544$@DOM1,C9544,LogOff_Success,150881,150884,2,2
224,C9544$@DOM1,C9544,LogOn_Success,150881,150884,2,2
225,C9544$@DOM1,C9544,TGS_Success,150880,150883,2,2
226,C9694$@DOM1,C1065,LogOn_Success,150881,150883,2,2
227,C9751$@DOM1,C1065,LogOn_Success,150900,150901,2,2
228,C983$@DOM1,C528,LogOn_Success,150902,150904,2,2
229,C983$@DOM1,C528,TGS_Success,150903,150908,2,2
230,C983$@DOM1,C612,LogOn_Success,150903,150908,2,2
231,C983$@DOM1,C983,TGS_Success,150903,150907,2,2
232,C988$@DOM1,C612,LogOn_Success,150905,150908,2,2
233,C988$@DOM1,C988,LogOn_Success,150918,150919,2,3
234,C9880$@DOM1,C612,LogOn_Success,150910,150912,2,2
235,SYSTEM@C16873,C16873,LogOn_Success,150918,150923,2,2
236,U1033@DOM1,C586,LogOff_Success,150917,150918,2,2
237,U117@DOM1,C1581,LogOff_Success,150922,150924,2,2
238,U1253@DOM1,C529,TGS_Success,150905,150909,2,2
239,U1253@DOM1,C586,LogOn_Success,150904,150906,2,2
240,U1253@DOM1,C586,TGS_Success,150904,150908,3,3
241,U1269@DOM1,C2106,LogOff_Success,150890,150894,2,2
242,U1367@DOM1,C612,LogOff_Success,150908,150910,2,2
243,U1367@DOM1,C612,LogOn_Success,150908,150910,2,2
244,U1377@DOM1,C467,LogOff_Success,150908,150913,2,2
245,U1390@DOM1,C2106,LogOff_Success,150885,150886,2,2
246,U1390@DOM1,C2106,LogOn_Success,150885,150886,2,2
247,U1395@DOM1,C528,LogOn_Success,150919,150920,2,2
248,U1411@DOM1,C612,LogOn_Success,150901,150905,2,2
249,U15@DOM1,C2010,TGS_Success,150918,150923,2,2
250,U15@DOM1,C2010,TGT_Success,150918,150923,2,2
251,U1869@DOM1,C457,LogOff_Success,150894,150896,2,2
252,U1869@DOM1,C457,LogOn_Success,150894,150896,2,2
253,U1900@DOM1,C1444,TGT_Success,150902,150906,2,2
254,U1900@DOM1,C2327,TGS_Success,150902,150906,2,2
255,U1945@DOM1,C2106,LogOff_Success,150881,150882,2,2
256,U200@DOM1,C1929,TGS_Success,150887,150892,2,2
257,U200@DOM1,C1929,TGT_Success,150887,150892,2,2
258,U2198@DOM1,C612,LogOff_Success,150898,150903,2,2
259,U2248@DOM1,C2162,LogOff_Success,150903,150905,2,2
260,U22@DOM1,C477,LogOn_Success,150894,150894,2,2
261,U22@DOM1,C965,LogOn_Success,150895,150895,2,2
262,U2387@DOM1,C612,LogOn_Success,150907,150911,4,4
263,U2424@DOM1,C457,TGS_Success,150892,150894,2,2
264,U2764@DOM1,C467,LogOn_Success,150892,150893,2,2
265,U292@DOM1,C101,TGS_Success,150903,150907,2,2
266,U292@DOM1,C101,TGT_Success,150903,150907,2,2
267,U292@DOM1,C1114,TGS_Success,150915,150919,2,2
268,U292@DOM1,C1115,TGT_Success,150915,150919,2,2
269,U292@DOM1,C553,TGT_Success,150907,150909,2,2
270,U292@DOM1,C988,LogOff_Success,150918,150919,2,2
271,U2937@DOM1,C529,LogOn_Success,150926,150927,2,2
272,U3003@DOM1,C2327,TGS_Success,150902,150906,2,2
273,U3003@DOM1,C8015,TGT_Success,150902,150906,2,2
274,U3154@DOM1,C528,LogOff_Success,150896,150897,2,2
275,U3154@DOM1,C528,LogOn_Success,150894,150896,3,3
276,U3433@DOM1,TGT,TGS_Success,150914,150915,2,2
277,U3450@DOM1,C1619,TGT_Success,150909,150911,2,2
278,U3450@DOM1,C599,TGS_Success,150909,150911,2,2
279,U3612@DOM1,C467,LogOff_Success,150918,150919,2,2
280,U3612@DOM1,C467,LogOn_Success,150917,150918,2,2
281,U3625@DOM1,C2106,LogOff_Success,150888,150892,2,2
282,U3625@DOM1,C2106,LogOn_Success,150888,150892,2,2
283,U367@DOM1,C1065,LogOn_Success,150881,150883,2,2
284,U3731@DOM1,C528,LogOn_Success,150928,150929,2,2
285,U3872@DOM1,C586,LogOn_Success,150904,150906,2,2
286,U3918@DOM1,C1065,LogOff_Success,150923,150925,2,2
287,U391@DOM1,C625,LogOff_Success,150919,150920,2,2
288,U391@DOM1,C625,LogOn_Success,150919,150920,2,2
289,U3958@DOM1,C801,LogOff_Success,150906,150910,2,2
290,U3974@DOM1,C528,LogOn_Success,150922,150923,2,2
291,U4033@DOM1,C2106,LogOn_Success,150896,150897,2,4
292,U4033@DOM1,C528,LogOn_Success,150892,150894,4,4
293,U4041@DOM1,C612,LogOff_Success,150904,150908,2,2
294,U43@DOM1,C625,TGS_Success,150883,150884,2,2
295,U4559@DOM1,C457,LogOff_Success,150896,150898,2,2
296,U4559@DOM1,C457,LogOn_Success,150896,150898,2,2
297,U4651@DOM1,C2162,LogOff_Success,150883,150885,2,2
298,U4688@DOM1,C528,LogOff_Success,150920,150921,2,2
299,U4688@DOM1,C528,LogOn_Success,150920,150921,2,2
300,U4727@DOM1,C612,LogOff_Success,150912,150913,2,2
301,U4727@DOM1,C612,LogOn_Success,150911,150913,3,3
302,U5210@DOM1,C1065,LogOn_Success,150918,150919,2,2
303,U5292@DOM1,C612,LogOff_Success,150907,150910,2,2
304,U5292@DOM1,C612,LogOn_Success,150906,150909,2,2
305,U5557@DOM1,C528,TGS_Success,150915,150916,2,2
306,U5600@DOM1,C612,LogOn_Success,150885,150886,2,2
307,U5652@DOM1,C586,LogOn_Success,150898,150899,2,2
308,U5704@DOM1,C801,LogOff_Success,150892,150894,2,2
309,U5813@DOM1,C1015,LogOn_Success,150889,150891,2,2
310,U5865@DOM1,C5618,LogOn_Success,150927,150928,2,3
311,U586@DOM1,C457,LogOn_Success,150911,150913,2,2
312,U586@DOM1,C467,LogOn_Success,150896,150897,2,2
313,U6078@DOM1,C1065,LogOn_Success,150904,150905,2,2
314,U6078@DOM1,C586,LogOff_Success,150904,150906,2,2
315,U6147@DOM1,C612,LogOff_Success,150899,150903,2,2
316,U6147@DOM1,C612,LogOn_Success,150899,150903,2,2
317,U6154@DOM1,C467,TGS_Success,150895,150896,2,2
318,U6215@DOM1,C801,LogOff_Success,150907,150908,2,2
319,U6297@DOM1,C2327,TGS_Success,150898,150902,2,2
320,U6316@DOM1,C612,LogOn_Success,150910,150912,2,2
321,U6364@DOM1,C528,LogOn_Success,150920,150921,2,2
322,U6509@DOM1,C5618,LogOff_Success,150903,150904,2,2
323,U6599@DOM1,C2162,LogOff_Success,150905,150907,2,2
324,U664@DOM1,C528,TGS_Success,150914,150915,2,2
325,U6666@DOM1,C1065,LogOn_Success,150920,150922,2,2
326,U66@DOM1,C1732,LogOff_Success,150921,150925,2,2
327,U66@DOM1,C2516,TGS_Success,150908,150912,2,2
328,U681@DOM1,C1065,LogOn_Success,150909,150910,2,2
329,U685@DOM1,C529,LogOff_Success,150900,150901,2,2
330,U685@DOM1,C529,LogOn_Success,150900,150901,2,2
331,U685@DOM1,C586,LogOn_Success,150892,150894,3,3
332,U6946@DOM1,C2327,TGS_Success,150900,150901,2,2
333,U6946@DOM1,C680,TGT_Success,150900,150901,2,2
334,U7452@DOM1,C1065,LogOn_Success,150925,150926,2,2
335,U825@DOM1,C2106,LogOff_Success,150889,150892,2,2
336,U825@DOM1,C586,LogOn_Success,150912,150913,2,2
337,U825@DOM1,C612,LogOff_Success,150881,150886,2,2
