timestamp,src_user,src_user_name,src_user_domain,dst_user,dst_user_name,dst_user_domain,src_computer,dst_computer,auth_type,logon_type,auth_orientation,result,event_type
150879,U7694@DOM1,U7694,DOM1,U7694@DOM1,U7694,DOM1,C16770,C457,Kerberos,Network,LogOn,Success,LogOn_Success
150879,U7694@DOM1,U7694,DOM1,U7694@DOM1,U7694,DOM1,C16770,C585,Kerberos,Network,LogOn,Success,LogOn_Success
150879,U8049@DOM1,U8049,DOM1,U8049@DOM1,U8049,DOM1,C17408,C457,?,?,TGS,Success,TGS_Success
150879,U806@DOM1,U806,DOM1,U806@DOM1,U806,DOM1,C612,C612,?,Network,LogOff,Success,LogOff_Success
150879,U806@DOM1,U806,DOM1,U806@DOM1,U806,DOM1,C871,C612,Kerberos,Network,LogOn,Success,LogOn_Success
150880,ANONYMOUS LOGON@C586,ANONYMOUS LOGON,C586,ANONYMOUS LOGON@C586,ANONYMOUS LOGON,C586,C1122,C586,NTLM,Network,LogOn,Success,LogOn_Success
150880,ANONYMOUS LOGON@C586,ANONYMOUS LOGON,C586,ANONYMOUS LOGON@C586,ANONYMOUS LOGON,C586,C14635,C586,NTLM,Network,LogOn,Success,LogOn_Success
150880,ANONYMOUS LOGON@C586,ANONYMOUS LOGON,C586,ANONYMOUS LOGON@C586,ANONYMOUS LOGON,C586,C16445,C586,NTLM,Network,LogOn,Success,LogOn_Success
150880,ANONYMOUS LOGON@C586,ANONYMOUS LOGON,C586,ANONYMOUS LOGON@C586,ANONYMOUS LOGON,C586,C1665,C586,NTLM,Network,LogOn,Success,LogOn_Success
150880,ANONYMOUS LOGON@C586,ANONYMOUS LOGON,C586,ANONYMOUS LOGON@C586,ANONYMOUS LOGON,C586,C25685,C586,NTLM,Network,LogOn,Success,LogOn_Success
150880,ANONYMOUS LOGON@C586,ANONYMOUS LOGON,C586,ANONYMOUS LOGON@C586,ANONYMOUS LOGON,C586,C2850,C586,NTLM,Network,LogOn,Success,LogOn_Success
150880,ANONYMOUS LOGON@C586,ANONYMOUS LOGON,C586,ANONYMOUS LOGON@C586,ANONYMOUS LOGON,C586,C586,C586,?,Network,LogOff,Success,LogOff_Success
150880,ANONYMOUS LOGON@C586,ANONYMOUS LOGON,C586,ANONYMOUS LOGON@C586,ANONYMOUS LOGON,C586,C6939,C586,NTLM,Network,LogOn,Success,LogOn_Success
150880,ANONYMOUS LOGON@C612,ANONYMOUS LOGON,C612,ANONYMOUS LOGON@C612,ANONYMOUS LOGON,C612,C13502,C612,NTLM,Network,LogOn,Success,LogOn_Success
150880,ANONYMOUS LOGON@C612,ANONYMOUS LOGON,C612,ANONYMOUS LOGON@C612,ANONYMOUS LOGON,C612,C612,C612,?,Network,LogOff,Success,LogOff_Success
150880,C101$@DOM1,C101$,DOM1,C101$@DOM1,C101$,DOM1,C1964,C1964,?,Network,LogOff,Success,LogOff_Success
150880,C1026$@DOM1,C1026$,DOM1,C1026$@DOM1,C1026$,DOM1,C467,C467,?,Network,LogOff,Success,LogOff_Success
150880,C1026$@DOM1,C1026$,DOM1,C1026$@DOM1,C1026$,DOM1,C586,C586,?,Network,LogOff,Success,LogOff_Success
150880,C104$@DOM1,C104$,DOM1,C104$@DOM1,C104$,DOM1,C105,C104,?,?,TGS,Success,TGS_Success
150880,C104$@DOM1,C104$,DOM1,C104$@DOM1,C104$,DOM1,C105,C523,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C104$@DOM1,C104$,DOM1,C104$@DOM1,C104$,DOM1,C523,C523,?,Network,LogOff,Success,LogOff_Success
150880,C11099$@DOM1,C11099$,DOM1,C11099$@DOM1,C11099$,DOM1,C586,C586,?,Network,LogOff,Success,LogOff_Success
150880,C1114$@DOM1,C1114$,DOM1,C1114$@DOM1,C1114$,DOM1,C1085,C1085,?,Network,LogOff,Success,LogOff_Success
150880,C1114$@DOM1,C1114$,DOM1,C1114$@DOM1,C1114$,DOM1,C1115,C101,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C1114$@DOM1,C1114$,DOM1,C1114$@DOM1,C1114$,DOM1,C1115,C1085,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C1122$@DOM1,C1122$,DOM1,C1122$@DOM1,C1122$,DOM1,C1122,C586,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C11663$@DOM1,C11663$,DOM1,C11663$@DOM1,C11663$,DOM1,C586,C586,?,Network,LogOff,Success,LogOff_Success
150880,C11983$@DOM1,C11983$,DOM1,C11983$@DOM1,C11983$,DOM1,C612,C612,?,Network,LogOff,Success,LogOff_Success
150880,C1226$@DOM1,C1226$,DOM1,C1226$@DOM1,C1226$,DOM1,C612,C612,?,Network,LogOff,Success,LogOff_Success
150880,C123$@DOM1,C123$,DOM1,C123$@DOM1,C123$,DOM1,C527,C528,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C123$@DOM1,C123$,DOM1,C123$@DOM1,C123$,DOM1,C527,C988,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C123$@DOM1,C123$,DOM1,C123$@DOM1,C123$,DOM1,C528,C528,?,Network,LogOff,Success,LogOff_Success
150880,C12343$@DOM1,C12343$,DOM1,C12343$@DOM1,C12343$,DOM1,C586,C586,?,Network,LogOff,Success,LogOff_Success
150880,C1246$@DOM1,C1246$,DOM1,C1246$@DOM1,C1246$,DOM1,C529,C529,?,Network,LogOff,Success,LogOff_Success
150880,C12467$@DOM1,C12467$,DOM1,SYSTEM@C12467,SYSTEM,C12467,C12467,C12467,Negotiate,Service,LogOn,Success,LogOn_Success
150880,C12675$@DOM1,C12675$,DOM1,C12675$@DOM1,C12675$,DOM1,C12675,C612,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C12697$@DOM1,C12697$,DOM1,C12697$@DOM1,C12697$,DOM1,C12697,C467,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C13631$@DOM1,C13631$,DOM1,C13631$@DOM1,C13631$,DOM1,C13631,C13631,?,?,TGS,Success,TGS_Success
150880,C13631$@DOM1,C13631$,DOM1,C13631$@DOM1,C13631$,DOM1,C13631,C528,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C1364$@DOM1,C1364$,DOM1,C1364$@DOM1,C1364$,DOM1,C612,C612,?,Network,LogOff,Success,LogOff_Success
150880,C13987$@DOM1,C13987$,DOM1,C13987$@DOM1,C13987$,DOM1,C25685,C586,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C14074$@DOM1,C14074$,DOM1,C14074$@DOM1,C14074$,DOM1,C14074,C528,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C14087$@DOM1,C14087$,DOM1,C14087$@DOM1,C14087$,DOM1,C528,C528,?,Network,LogOff,Success,LogOff_Success
150880,C14709$@DOM1,C14709$,DOM1,C14709$@DOM1,C14709$,DOM1,C14709,C14709,?,?,AuthMap,Success,AuthMap_Success
150880,C14709$@DOM1,C14709$,DOM1,C14709$@DOM1,C14709$,DOM1,C14709,C14709,?,Network,LogOff,Success,LogOff_Success
150880,C14709$@DOM1,C14709$,DOM1,C14709$@DOM1,C14709$,DOM1,C14709,C14709,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C1617$@DOM1,C1617$,DOM1,C1617$@DOM1,C1617$,DOM1,C1618,C523,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C1617$@DOM1,C1617$,DOM1,C1617$@DOM1,C1617$,DOM1,C523,C523,?,Network,LogOff,Success,LogOff_Success
150880,C1640$@DOM1,C1640$,DOM1,C1640$@DOM1,C1640$,DOM1,C2109,C612,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C1640$@DOM1,C1640$,DOM1,C1640$@DOM1,C1640$,DOM1,C612,C612,?,Network,LogOff,Success,LogOff_Success
150880,C16445$@DOM1,C16445$,DOM1,C16445$@DOM1,C16445$,DOM1,C16445,C586,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C1665$@DOM1,C1665$,DOM1,C1665$@DOM1,C1665$,DOM1,C1665,C586,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C16702$@DOM1,C16702$,DOM1,C16702$@DOM1,C16702$,DOM1,C528,C528,?,Network,LogOff,Success,LogOff_Success
150880,C17037$@DOM1,C17037$,DOM1,C17037$@DOM1,C17037$,DOM1,C586,C586,?,Network,LogOff,Success,LogOff_Success
150880,C1708$@DOM1,C1708$,DOM1,C1708$@DOM1,C1708$,DOM1,C1964,C1964,?,Network,LogOff,Success,LogOff_Success
150880,C17159$@DOM1,C17159$,DOM1,C17159$@DOM1,C17159$,DOM1,C17159,C586,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C17213$@DOM1,C17213$,DOM1,C17213$@DOM1,C17213$,DOM1,C528,C528,?,Network,LogOff,Success,LogOff_Success
150880,C17435$@DOM1,C17435$,DOM1,C17435$@DOM1,C17435$,DOM1,C586,C586,?,Network,LogOff,Success,LogOff_Success
150880,C1766$@DOM1,C1766$,DOM1,C1766$@DOM1,C1766$,DOM1,C1085,C1085,?,Network,LogOff,Success,LogOff_Success
150880,C1794$@DOM1,C1794$,DOM1,C1794$@DOM1,C1794$,DOM1,C101,C101,?,Network,LogOff,Success,LogOff_Success
150880,C1794$@DOM1,C1794$,DOM1,C1794$@DOM1,C1794$,DOM1,C1795,C101,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C1794$@DOM1,C1794$,DOM1,C1794$@DOM1,C1794$,DOM1,C1795,C523,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C1794$@DOM1,C1794$,DOM1,C1794$@DOM1,C1794$,DOM1,C523,C523,?,Network,LogOff,Success,LogOff_Success
150880,C2105$@DOM1,C2105$,DOM1,C2105$@DOM1,C2105$,DOM1,C528,C528,?,Network,LogOff,Success,LogOff_Success
150880,C2105$@DOM1,C2105$,DOM1,C2105$@DOM1,C2105$,DOM1,C586,C586,?,Network,LogOff,Success,LogOff_Success
150880,C240$@DOM1,C240$,DOM1,C240$@DOM1,C240$,DOM1,C240,C529,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C2850$@DOM1,C2850$,DOM1,C2850$@DOM1,C2850$,DOM1,C2850,C586,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C2863$@DOM1,C2863$,DOM1,C2863$@DOM1,C2863$,DOM1,C612,C612,?,Network,LogOff,Success,LogOff_Success
150880,C3202$@DOM1,C3202$,DOM1,C3202$@DOM1,C3202$,DOM1,C3202,C612,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C3473$@DOM1,C3473$,DOM1,C3473$@DOM1,C3473$,DOM1,C528,C528,?,Network,LogOff,Success,LogOff_Success
150880,C3610$@DOM1,C3610$,DOM1,C3610$@DOM1,C3610$,DOM1,C3610,C612,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C3610$@DOM1,C3610$,DOM1,C3610$@DOM1,C3610$,DOM1,C612,C612,?,Network,LogOff,Success,LogOff_Success
150880,C3652$@DOM1,C3652$,DOM1,C3652$@DOM1,C3652$,DOM1,C3652,C467,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C3697$@DOM1,C3697$,DOM1,C3697$@DOM1,C3697$,DOM1,C3697,C467,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C395$@DOM1,C395$,DOM1,C395$@DOM1,C395$,DOM1,C395,C528,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C395$@DOM1,C395$,DOM1,C395$@DOM1,C395$,DOM1,C528,C528,?,Network,LogOff,Success,LogOff_Success
150880,C4367$@DOM1,C4367$,DOM1,C4367$@DOM1,C4367$,DOM1,C4367,C4367,?,Network,LogOff,Success,LogOff_Success
150880,C4367$@DOM1,C4367$,DOM1,C4367$@DOM1,C4367$,DOM1,C4367,C4367,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C4400$@DOM1,C4400$,DOM1,C4400$@DOM1,C4400$,DOM1,C4400,C586,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C458$@DOM1,C458$,DOM1,C458$@DOM1,C458$,DOM1,C458,C467,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C458$@DOM1,C458$,DOM1,C458$@DOM1,C458$,DOM1,C467,C467,?,Network,LogOff,Success,LogOff_Success
150880,C4820$@DOM1,C4820$,DOM1,C4820$@DOM1,C4820$,DOM1,C4820,C612,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C4833$@DOM1,C4833$,DOM1,C4833$@DOM1,C4833$,DOM1,C528,C528,?,Network,LogOff,Success,LogOff_Success
150880,C4895$@DOM1,C4895$,DOM1,C4895$@DOM1,C4895$,DOM1,C529,C529,?,Network,LogOff,Success,LogOff_Success
150880,C5000$@DOM1,C5000$,DOM1,C5000$@DOM1,C5000$,DOM1,C5000,C5000,?,Network,LogOff,Success,LogOff_Success
150880,C5143$@DOM1,C5143$,DOM1,C5143$@DOM1,C5143$,DOM1,C5143,C5143,?,?,TGT,Success,TGT_Success
150880,C5143$@DOM1,C5143$,DOM1,C5143$@DOM1,C5143$,DOM1,C612,C612,?,Network,LogOff,Success,LogOff_Success
150880,C523$@DOM1,C523$,DOM1,C523$@DOM1,C523$,DOM1,C1964,C1964,?,Network,LogOff,Success,LogOff_Success
150880,C567$@DOM1,C567$,DOM1,C567$@DOM1,C567$,DOM1,C1085,C1085,?,Network,LogOff,Success,LogOff_Success
150880,C567$@DOM1,C567$,DOM1,C567$@DOM1,C567$,DOM1,C523,C523,?,Network,LogOff,Success,LogOff_Success
150880,C567$@DOM1,C567$,DOM1,C567$@DOM1,C567$,DOM1,C574,C988,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C567$@DOM1,C567$,DOM1,C567$@DOM1,C567$,DOM1,C988,C988,?,Network,LogOff,Success,LogOff_Success
150880,C599$@DOM1,C599$,DOM1,C599$@DOM1,C599$,DOM1,C101,C101,?,Network,LogOff,Success,LogOff_Success
150880,C599$@DOM1,C599$,DOM1,C599$@DOM1,C599$,DOM1,C1085,C1085,?,Network,LogOff,Success,LogOff_Success
150880,C599$@DOM1,C599$,DOM1,C599$@DOM1,C599$,DOM1,C1619,C101,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C599$@DOM1,C599$,DOM1,C599$@DOM1,C599$,DOM1,C1619,C586,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C599$@DOM1,C599$,DOM1,C599$@DOM1,C599$,DOM1,C1619,C599,?,?,TGS,Success,TGS_Success
150880,C599$@DOM1,C599$,DOM1,C599$@DOM1,C599$,DOM1,C586,C586,?,Network,LogOff,Success,LogOff_Success
150880,C6447$@DOM1,C6447$,DOM1,C6447$@DOM1,C6447$,DOM1,C467,C467,?,Network,LogOff,Success,LogOff_Success
150880,C6806$@DOM1,C6806$,DOM1,C6806$@DOM1,C6806$,DOM1,C586,C586,?,Network,LogOff,Success,LogOff_Success
150880,C6939$@DOM1,C6939$,DOM1,C6939$@DOM1,C6939$,DOM1,C6939,C586,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C784$@DOM1,C784$,DOM1,C784$@DOM1,C784$,DOM1,C586,C586,?,Network,LogOff,Success,LogOff_Success
150880,C813$@DOM1,C813$,DOM1,C813$@DOM1,C813$,DOM1,C813,C467,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C8151$@DOM1,C8151$,DOM1,C8151$@DOM1,C8151$,DOM1,C8151,C467,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C8836$@DOM1,C8836$,DOM1,C8836$@DOM1,C8836$,DOM1,C1798,C8836,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C8836$@DOM1,C8836$,DOM1,C8836$@DOM1,C8836$,DOM1,C529,C529,?,Network,LogOff,Success,LogOff_Success
150880,C8836$@DOM1,C8836$,DOM1,C8836$@DOM1,C8836$,DOM1,C586,C586,?,Network,LogOff,Success,LogOff_Success
150880,C8836$@DOM1,C8836$,DOM1,C8836$@DOM1,C8836$,DOM1,C8836,C528,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C8836$@DOM1,C8836$,DOM1,C8836$@DOM1,C8836$,DOM1,C8836,C529,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C8836$@DOM1,C8836$,DOM1,C8836$@DOM1,C8836$,DOM1,C8836,C586,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C8836$@DOM1,C8836$,DOM1,C8836$@DOM1,C8836$,DOM1,C8836,C8836,?,?,TGS,Success,TGS_Success
150880,C8836$@DOM1,C8836$,DOM1,C8836$@DOM1,C8836$,DOM1,C8836,C8836,?,Network,LogOff,Success,LogOff_Success
150880,C917$@DOM1,C917$,DOM1,C917$@DOM1,C917$,DOM1,C612,C612,?,Network,LogOff,Success,LogOff_Success
150880,C917$@DOM1,C917$,DOM1,C917$@DOM1,C917$,DOM1,C917,C586,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C917$@DOM1,C917$,DOM1,C917$@DOM1,C917$,DOM1,C917,C612,?,?,TGS,Success,TGS_Success
150880,C917$@DOM1,C917$,DOM1,C917$@DOM1,C917$,DOM1,C917,C917,?,?,TGS,Success,TGS_Success
150880,C917$@DOM1,C917$,DOM1,C917$@DOM1,C917$,DOM1,C917,C917,?,Network,LogOff,Success,LogOff_Success
150880,C9209$@DOM1,C9209$,DOM1,C9209$@DOM1,C9209$,DOM1,C467,C467,?,Network,LogOff,Success,LogOff_Success
150880,C9544$@DOM1,C9544$,DOM1,C9544$@DOM1,C9544$,DOM1,C586,C586,?,Network,LogOff,Success,LogOff_Success
150880,C9544$@DOM1,C9544$,DOM1,C9544$@DOM1,C9544$,DOM1,C9544,C586,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C9544$@DOM1,C9544$,DOM1,C9544$@DOM1,C9544$,DOM1,C9544,C612,Kerberos,Network,LogOn,Success,LogOn_Success
150880,C9544$@DOM1,C9544$,DOM1,C9544$@DOM1,C9544$,DOM1,C9544,C9544,?,?,TGS,Success,TGS_Success
150880,C988$@DOM1,C988$,DOM1,C988$@DOM1,C988$,DOM1,C528,C528,?,Network,LogOff,Success,LogOff_Success
150880,C988$@DOM1,C988$,DOM1,C988$@DOM1,C988$,DOM1,C988,C528,Kerberos,Network,LogOn,Success,LogOn_Success
150880,NETWORK SERVICE@C4367,NETWORK SERVICE,C4367,NETWORK SERVICE@C4367,NETWORK SERVICE,C4367,C4367,C4367,Negotiate,Service,LogOn,Success,LogOn_Success
150880,NETWORK SERVICE@C5000,NETWORK SERVICE,C5000,NETWORK SERVICE@C5000,NETWORK SERVICE,C5000,C5000,C5000,Negotiate,Service,LogOn,Success,LogOn_Success
150880,U102@DOM1,U102,DOM1,U102@DOM1,U102,DOM1,C1056,C1056,?,Network,LogOff,Success,LogOff_Success
150880,U113@DOM1,U113,DOM1,U113@DOM1,U113,DOM1,C1710,C1710,?,Interactive,LogOff,Success,LogOff_Success
150880,U113@DOM1,U113,DOM1,U53@DOM1,U53,DOM1,C1710,C1710,?,?,AuthMap,Success,AuthMap_Success
150880,U118@DOM1,U118,DOM1,U118@DOM1,U118,DOM1,C1964,C1964,?,Network,LogOff,Success,LogOff_Success
150880,U118@DOM1,U118,DOM1,U164@DOM1,U164,DOM1,C1964,C1964,?,?,AuthMap,Success,AuthMap_Success
150880,U119@DOM1,U119,DOM1,U119@DOM1,U119,DOM1,C229,C229,?,Network,LogOff,Success,LogOff_Success
150880,U129@DOM1,U129,DOM1,U129@DOM1,U129,DOM1,C419,C419,?,Network,LogOff,Success,LogOff_Success
150880,U129@DOM1,U129,DOM1,U129@DOM1,U129,DOM1,C419,C419,Kerberos,Network,LogOn,Success,LogOn_Success
150880,U164@DOM1,U164,DOM1,U118@DOM1,U118,DOM1,C1964,C1964,Kerberos,Network,LogOn,Success,LogOn_Success
150880,U175@DOM1,U175,DOM1,U175@DOM1,U175,DOM1,C523,C553,?,?,TGS,Success,TGS_Success
150880,U175@DOM1,U175,DOM1,U175@DOM1,U175,DOM1,C523,U175,?,?,TGS,Fail,TGS_Fail
150880,U175@DOM1,U175,DOM1,U175@DOM1,U175,DOM1,C523,U175,?,?,TGS,Success,TGS_Success
150880,U22@DOM1,U22,DOM1,U22@DOM1,U22,DOM1,C506,C612,Kerberos,Network,LogOn,Success,LogOn_Success
150880,U22@DOM1,U22,DOM1,U22@DOM1,U22,DOM1,C612,C612,?,Network,LogOff,Success,LogOff_Success
150880,U2460@DOM1,U2460,DOM1,U2460@DOM1,U2460,DOM1,C7006,C5618,Kerberos,Network,LogOn,Success,LogOn_Success
150880,U2460@DOM1,U2460,DOM1,U2460@DOM1,U2460,DOM1,C7006,C5618,NTLM,Network,LogOn,Success,LogOn_Success
150880,U3646@DOM1,U3646,DOM1,U3646@DOM1,U3646,DOM1,C9545,C3173,Kerberos,Network,LogOn,Success,LogOn_Success
150880,U367@DOM1,U367,DOM1,U367@DOM1,U367,DOM1,C3810,C1065,?,?,TGS,Success,TGS_Success
150880,U367@DOM1,U367,DOM1,U367@DOM1,U367,DOM1,C3810,C457,?,?,TGS,Success,TGS_Success
150880,U5257@DOM1,U5257,DOM1,U5257@DOM1,U5257,DOM1,C467,C467,?,Network,LogOff,Success,LogOff_Success
150880,U5257@DOM1,U5257,DOM1,U5257@DOM1,U5257,DOM1,C586,C586,?,Network,LogOff,Success,LogOff_Success
150880,U5293@DOM1,U5293,DOM1,U5293@DOM1,U5293,DOM1,C612,C612,?,Network,LogOff,Success,LogOff_Success
150880,U52@DOM1,U52,DOM1,U52@DOM1,U52,DOM1,C801,C801,?,Network,LogOff,Success,LogOff_Success
150880,U53@DOM1,U53,DOM1,U113@DOM1,U113,DOM1,C1710,C1710,Negotiate,Interactive,LogOn,Success,LogOn_Success
150880,U5704@DOM1,U5704,DOM1,U5704@DOM1,U5704,DOM1,C13294,C801,Kerberos,Network,LogOn,Success,LogOn_Success
150880,U6194@DOM1,U6194,DOM1,U6194@DOM1,U6194,DOM1,C1219,C528,Kerberos,Network,LogOn,Success,LogOn_Success
150880,U6194@DOM1,U6194,DOM1,U6194@DOM1,U6194,DOM1,C528,C528,?,Network,LogOff,Success,LogOff_Success
150880,U68@DOM1,U68,DOM1,U2@DOM1,U2,DOM1,C1679,C1679,?,?,AuthMap,Success,AuthMap_Success
150880,U68@DOM1,U68,DOM1,U68@DOM1,U68,DOM1,C1679,C1679,?,?,TGS,Success,TGS_Success
150880,U68@DOM1,U68,DOM1,U68@DOM1,U68,DOM1,C1679,C1679,?,?,TGT,Success,TGT_Success
150880,U68@DOM1,U68,DOM1,U68@DOM1,U68,DOM1,C1679,C1679,Negotiate,Batch,LogOn,Success,LogOn_Success
150880,U728@DOM1,U728,DOM1,U728@DOM1,U728,DOM1,C612,C612,?,Network,LogOff,Success,LogOff_Success
150880,U825@DOM1,U825,DOM1,U825@DOM1,U825,DOM1,C2669,C1640,?,?,TGS,Success,TGS_Success
150880,U825@DOM1,U825,DOM1,U825@DOM1,U825,DOM1,C2669,C586,?,?,TGS,Success,TGS_Success
150880,U825@DOM1,U825,DOM1,U825@DOM1,U825,DOM1,C2669,C612,Kerberos,Network,LogOn,Success,LogOn_Success
150881,ANONYMOUS LOGON@C1065,ANONYMOUS LOGON,C1065,ANONYMOUS LOGON@C1065,ANONYMOUS LOGON,C1065,C6572,C1065,NTLM,Network,LogOn,Success,LogOn_Success
150881,ANONYMOUS LOGON@C2106,ANONYMOUS LOGON,C2106,ANONYMOUS LOGON@C2106,ANONYMOUS LOGON,C2106,C13707,C2106,NTLM,Network,LogOn,Success,LogOn_Success
150881,ANONYMOUS LOGON@C2106,ANONYMOUS LOGON,C2106,ANONYMOUS LOGON@C2106,ANONYMOUS LOGON,C2106,C3137,C2106,NTLM,Network,LogOn,Success,LogOn_Success
150881,ANONYMOUS LOGON@C457,ANONYMOUS LOGON,C457,ANONYMOUS LOGON@C457,ANONYMOUS LOGON,C457,C13502,C457,NTLM,Network,LogOn,Success,LogOn_Success
