group_id,start_time,end_time,event_count,src_user,dst_user,src_computer,dst_computer,event_type,auth_type,logon_type,result
51,150880,150880,1,C12343$@DOM1,C12343$@DOM1,C586,C586,LogOff_Success,?,Network,Success
52,150880,150880,1,C1246$@DOM1,C1246$@DOM1,C529,C529,LogOff_Success,?,Network,Success
53,150880,150880,1,C12467$@DOM1,SYSTEM@C12467,C12467,C12467,LogOn_Success,Negotiate,Service,Success
54,150880,150880,1,C12675$@DOM1,C12675$@DOM1,C12675,C612,LogOn_Success,Kerberos,Network,Success
55,150880,150880,1,C12697$@DOM1,C12697$@DOM1,C12697,C467,LogOn_Success,Kerberos,Network,Success
56,150880,150880,1,C13631$@DOM1,C13631$@DOM1,C13631,C13631,TGS_Success,?,?,Success
57,150880,150880,1,C13631$@DOM1,C13631$@DOM1,C13631,C528,LogOn_Success,Kerberos,Network,Success
58,150880,150880,1,C1364$@DOM1,C1364$@DOM1,C612,C612,LogOff_Success,?,Network,Success
59,150880,150880,1,C13987$@DOM1,C13987$@DOM1,C25685,C586,LogOn_Success,Kerberos,Network,Success
60,150880,150880,1,C14074$@DOM1,C14074$@DOM1,C14074,C528,LogOn_Success,Kerberos,Network,Success
61,150880,150880,1,C14087$@DOM1,C14087$@DOM1,C528,C528,LogOff_Success,?,Network,Success
62,150880,150880,1,C14709$@DOM1,C14709$@DOM1,C14709,C14709,LogOff_Success,?,Network,Success
63,150880,150880,1,C14709$@DOM1,C14709$@DOM1,C14709,C14709,LogOn_Success,Kerberos,Network,Success
64,150880,150880,1,C1617$@DOM1,C1617$@DOM1,C1618,C523,LogOn_Success,Kerberos,Network,Success
65,150880,150880,1,C1617$@DOM1,C1617$@DOM1,C523,C523,LogOff_Success,?,Network,Success
66,150880,150880,1,C1640$@DOM1,C1640$@DOM1,C2109,C612,LogOn_Success,Kerberos,Network,Success
67,150880,150880,1,C1640$@DOM1,C1640$@DOM1,C612,C612,LogOff_Success,?,Network,Success
68,150880,150880,1,C16445$@DOM1,C16445$@DOM1,C16445,C586,LogOn_Success,Kerberos,Network,Success
69,150880,150880,1,C1665$@DOM1,C1665$@DOM1,C1665,C586,LogOn_Success,Kerberos,Network,Success
70,150880,150880,1,C16702$@DOM1,C16702$@DOM1,C528,C528,LogOff_Success,?,Network,Success
71,150880,150880,1,C17037$@DOM1,C17037$@DOM1,C586,C586,LogOff_Success,?,Network,Success
72,150880,150880,1,C1708$@DOM1,C1708$@DOM1,C1964,C1964,LogOff_Success,?,Network,Success
73,150880,150880,1,C17159$@DOM1,C17159$@DOM1,C17159,C586,LogOn_Success,Kerberos,Network,Success
74,150880,150880,1,C17213$@DOM1,C17213$@DOM1,C528,C528,LogOff_Success,?,Network,Success
75,150880,150880,1,C17435$@DOM1,C17435$@DOM1,C586,C586,LogOff_Success,?,Network,Success
76,150880,150880,1,C1766$@DOM1,C1766$@DOM1,C1085,C1085,LogOff_Success,?,Network,Success
77,150880,150880,1,C1794$@DOM1,C1794$@DOM1,C101,C101,LogOff_Success,?,Network,Success
78,150880,150880,1,C1794$@DOM1,C1794$@DOM1,C1795,C101,LogOn_Success,Kerberos,Network,Success
79,150880,150880,1,C1794$@DOM1,C1794$@DOM1,C1795,C523,LogOn_Success,Kerberos,Network,Success
80,150880,150880,1,C1794$@DOM1,C1794$@DOM1,C523,C523,LogOff_Success,?,Network,Success
81,150880,150880,1,C2105$@DOM1,C2105$@DOM1,C528,C528,LogOff_Success,?,Network,Success
82,150880,150880,1,C2105$@DOM1,C2105$@DOM1,C586,C586,LogOff_Success,?,Network,Success
83,150880,150880,1,C240$@DOM1,C240$@DOM1,C240,C529,LogOn_Success,Kerberos,Network,Success
84,150880,150880,1,C2850$@DOM1,C2850$@DOM1,C2850,C586,LogOn_Success,Kerberos,Network,Success
85,150880,150880,1,C2863$@DOM1,C2863$@DOM1,C612,C612,LogOff_Success,?,Network,Success
86,150880,150880,1,C3202$@DOM1,C3202$@DOM1,C3202,C612,LogOn_Success,Kerberos,Network,Success
87,150880,150880,1,C3473$@DOM1,C3473$@DOM1,C528,C528,LogOff_Success,?,Network,Success
88,150880,150880,1,C3610$@DOM1,C3610$@DOM1,C3610,C612,LogOn_Success,Kerberos,Network,Success
89,150880,150880,1,C3610$@DOM1,C3610$@DOM1,C612,C612,LogOff_Success,?,Network,Success
90,150880,150880,1,C3652$@DOM1,C3652$@DOM1,C3652,C467,LogOn_Success,Kerberos,Network,Success
91,150880,150880,1,C3697$@DOM1,C3697$@DOM1,C3697,C467,LogOn_Success,Kerberos,Network,Success
92,150880,150880,1,C395$@DOM1,C395$@DOM1,C395,C528,LogOn_Success,Kerberos,Network,Success
93,150880,150880,1,C395$@DOM1,C395$@DOM1,C528,C528,LogOff_Success,?,Network,Success
94,150880,150880,1,C4367$@DOM1,C4367$@DOM1,C4367,C4367,LogOff_Success,?,Network,Success
95,150880,150880,1,C4367$@DOM1,C4367$@DOM1,C4367,C4367,LogOn_Success,Kerberos,Network,Success
96,150880,150880,1,C4400$@DOM1,C4400$@DOM1,C4400,C586,LogOn_Success,Kerberos,Network,Success
97,150880,150880,1,C458$@DOM1,C458$@DOM1,C458,C467,LogOn_Success,Kerberos,Network,Success
98,150880,150880,1,C458$@DOM1,C458$@DOM1,C467,C467,LogOff_Success,?,Network,Success
99,150880,150880,1,C4820$@DOM1,C4820$@DOM1,C4820,C612,LogOn_Success,Kerberos,Network,Success
100,150880,150880,1,C4833$@DOM1,C4833$@DOM1,C528,C528,LogOff_Success,?,Network,Success
101,150880,150880,1,C4895$@DOM1,C4895$@DOM1,C529,C529,LogOff_Success,?,Network,Success
102,150880,150880,1,C5000$@DOM1,C5000$@DOM1,C5000,C5000,LogOff_Success,?,Network,Success
103,150880,150880,1,C5143$@DOM1,C5143$@DOM1,C5143,C5143,TGT_Success,?,?,Success
104,150880,150880,1,C5143$@DOM1,C5143$@DOM1,C612,C612,LogOff_Success,?,Network,Success
105,150880,150880,1,C523$@DOM1,C523$@DOM1,C1964,C1964,LogOff_Success,?,Network,Success
106,150880,150880,1,C567$@DOM1,C567$@DOM1,C1085,C1085,LogOff_Success,?,Network,Success
107,150880,150880,1,C567$@DOM1,C567$@DOM1,C523,C523,LogOff_Success,?,Network,Success
108,150880,150880,1,C567$@DOM1,C567$@DOM1,C574,C988,LogOn_Success,Kerberos,Network,Success
109,150880,150880,1,C567$@DOM1,C567$@DOM1,C988,C988,LogOff_Success,?,Network,Success
110,150880,150880,1,C599$@DOM1,C599$@DOM1,C101,C101,LogOff_Success,?,Network,Success
111,150880,150880,1,C599$@DOM1,C599$@DOM1,C1085,C1085,LogOff_Success,?,Network,Success
112,150880,150880,1,C599$@DOM1,C599$@DOM1,C1619,C101,LogOn_Success,Kerberos,Network,Success
113,150880,150880,1,C599$@DOM1,C599$@DOM1,C1619,C586,LogOn_Success,Kerberos,Network,Success
114,150880,150880,1,C599$@DOM1,C599$@DOM1,C1619,C599,TGS_Success,?,?,Success
115,150880,150880,1,C599$@DOM1,C599$@DOM1,C586,C586,LogOff_Success,?,Network,Success
116,150880,150880,1,C6447$@DOM1,C6447$@DOM1,C467,C467,LogOff_Success,?,Network,Success
117,150880,150880,1,C6806$@DOM1,C6806$@DOM1,C586,C586,LogOff_Success,?,Network,Success
118,150880,150880,1,C6939$@DOM1,C6939$@DOM1,C6939,C586,LogOn_Success,Kerberos,Network,Success
119,150880,150880,1,C784$@DOM1,C784$@DOM1,C586,C586,LogOff_Success,?,Network,Success
120,150880,150880,1,C813$@DOM1,C813$@DOM1,C813,C467,LogOn_Success,Kerberos,Network,Success
121,150880,150880,1,C8151$@DOM1,C8151$@DOM1,C8151,C467,LogOn_Success,Kerberos,Network,Success
122,150880,150880,1,C8836$@DOM1,C8836$@DOM1,C1798,C8836,LogOn_Success,Kerberos,Network,Success
123,150880,150880,1,C8836$@DOM1,C8836$@DOM1,C529,C529,LogOff_Success,?,Network,Success
124,150880,150880,1,C8836$@DOM1,C8836$@DOM1,C586,C586,LogOff_Success,?,Network,Success
125,150880,150880,1,C8836$@DOM1,C8836$@DOM1,C8836,C528,LogOn_Success,Kerberos,Network,Success
126,150880,150880,1,C8836$@DOM1,C8836$@DOM1,C8836,C529,LogOn_Success,Kerberos,Network,Success
127,150880,150880,1,C8836$@DOM1,C8836$@DOM1,C8836,C586,LogOn_Success,Kerberos,Network,Success
128,150880,150880,1,C8836$@DOM1,C8836$@DOM1,C8836,C8836,TGS_Success,?,?,Success
129,150880,150880,1,C8836$@DOM1,C8836$@DOM1,C8836,C8836,LogOff_Success,?,Network,Success
130,150880,150880,1,C917$@DOM1,C917$@DOM1,C612,C612,LogOff_Success,?,Network,Success
131,150880,150880,1,C917$@DOM1,C917$@DOM1,C917,C586,LogOn_Success,Kerberos,Network,Success
132,150880,150880,1,C917$@DOM1,C917$@DOM1,C917,C612,TGS_Success,?,?,Success
133,150880,150880,1,C917$@DOM1,C917$@DOM1,C917,C917,TGS_Success,?,?,Success
134,150880,150880,1,C917$@DOM1,C917$@DOM1,C917,C917,LogOff_Success,?,Network,Success
135,150880,150880,1,C9209$@DOM1,C9209$@DOM1,C467,C467,LogOff_Success,?,Network,Success
136,150880,150880,1,C9544$@DOM1,C9544$@DOM1,C586,C586,LogOff_Success,?,Network,Success
137,150880,150880,1,C9544$@DOM1,C9544$@DOM1,C9544,C586,LogOn_Success,Kerberos,Network,Success
138,150880,150880,1,C9544$@DOM1,C9544$@DOM1,C9544,C612,LogOn_Success,Kerberos,Network,Success
139,150880,150880,1,C9544$@DOM1,C9544$@DOM1,C9544,C9544,TGS_Success,?,?,Success
140,150880,150880,1,C988$@DOM1,C988$@DOM1,C528,C528,LogOff_Success,?,Network,Success
141,150880,150880,1,C988$@DOM1,C988$@DOM1,C988,C528,LogOn_Success,Kerberos,Network,Success
142,150880,150880,1,NETWORK SERVICE@C4367,NETWORK SERVICE@C4367,C4367,C4367,LogOn_Success,Negotiate,Service,Success
143,150880,150880,1,NETWORK SERVICE@C5000,NETWORK SERVICE@C5000,C5000,C5000,LogOn_Success,Negotiate,Service,Success
144,150880,150880,1,U102@DOM1,U102@DOM1,C1056,C1056,LogOff_Success,?,Network,Success
145,150880,150880,1,U113@DOM1,U113@DOM1,C1710,C1710,LogOff_Success,?,Interactive,Success
146,150880,150880,1,U118@DOM1,U118@DOM1,C1964,C1964,LogOff_Success,?,Network,Success
147,150880,150880,1,U119@DOM1,U119@DOM1,C229,C229,LogOff_Success,?,Network,Success
148,150880,150880,1,U129@DOM1,U129@DOM1,C419,C419,LogOff_Success,?,Network,Success
149,150880,150880,1,U129@DOM1,U129@DOM1,C419,C419,LogOn_Success,Kerberos,Network,Success
150,150880,150880,1,U164@DOM1,U118@DOM1,C1964,C1964,LogOn_Success,Kerberos,Network,Success
151,150880,150880,1,U175@DOM1,U175@DOM1,C523,C553,TGS_Success,?,?,Success
152,150880,150880,1,U175@DOM1,U175@DOM1,C523,U175,TGS_Fail,?,?,Fail
153,150880,150880,1,U175@DOM1,U175@DOM1,C523,U175,TGS_Success,?,?,Success
154,150880,150880,1,U22@DOM1,U22@DOM1,C506,C612,LogOn_Success,Kerberos,Network,Success
155,150880,150880,1,U22@DOM1,U22@DOM1,C612,C612,LogOff_Success,?,Network,Success
156,150880,150880,2,U2460@DOM1,U2460@DOM1,C7006,C5618,LogOn_Success,Kerberos,Network,Success
157,150880,150880,1,U3646@DOM1,U3646@DOM1,C9545,C3173,LogOn_Success,Kerberos,Network,Success
158,150880,150880,1,U367@DOM1,U367@DOM1,C3810,C1065,TGS_Success,?,?,Success
159,150880,150880,1,U367@DOM1,U367@DOM1,C3810,C457,TGS_Success,?,?,Success
160,150880,150880,1,U5257@DOM1,U5257@DOM1,C467,C467,LogOff_Success,?,Network,Success
161,150880,150880,1,U5257@DOM1,U5257@DOM1,C586,C586,LogOff_Success,?,Network,Success
162,150880,150880,1,U5293@DOM1,U5293@DOM1,C612,C612,LogOff_Success,?,Network,Success
163,150880,150880,1,U52@DOM1,U52@DOM1,C801,C801,LogOff_Success,?,Network,Success
164,150880,150880,1,U53@DOM1,U113@DOM1,C1710,C1710,LogOn_Success,Negotiate,Interactive,Success
165,150880,150880,1,U5704@DOM1,U5704@DOM1,C13294,C801,LogOn_Success,Kerberos,Network,Success
166,150880,150880,1,U6194@DOM1,U6194@DOM1,C1219,C528,LogOn_Success,Kerberos,Network,Success
167,150880,150880,1,U6194@DOM1,U6194@DOM1,C528,C528,LogOff_Success,?,Network,Success
168,150880,150880,1,U68@DOM1,U68@DOM1,C1679,C1679,TGS_Success,?,?,Success
169,150880,150880,1,U68@DOM1,U68@DOM1,C1679,C1679,TGT_Success,?,?,Success
170,150880,150880,1,U68@DOM1,U68@DOM1,C1679,C1679,LogOn_Success,Negotiate,Batch,Success
171,150880,150880,1,U728@DOM1,U728@DOM1,C612,C612,LogOff_Success,?,Network,Success
172,150880,150880,1,U825@DOM1,U825@DOM1,C2669,C1640,TGS_Success,?,?,Success
173,150880,150880,1,U825@DOM1,U825@DOM1,C2669,C586,TGS_Success,?,?,Success
174,150880,150880,1,U825@DOM1,U825@DOM1,C2669,C612,LogOn_Success,Kerberos,Network,Success
175,150881,150881,1,C10103$@DOM1,C10103$@DOM1,C2162,C2162,LogOff_Success,?,Network,Success
176,150881,150881,1,C1035$@DOM1,C1035$@DOM1,C1035,C2106,LogOn_Success,Kerberos,Network,Success
177,150881,150881,1,C1035$@DOM1,C1035$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
178,150881,150881,1,C1035$@DOM1,SYSTEM@C1035,C1035,C1035,LogOn_Success,Negotiate,Service,Success
179,150881,150881,1,C10484$@DOM1,C10484$@DOM1,C625,C625,LogOff_Success,?,Network,Success
180,150881,150881,1,C1085$@DOM1,C1085$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
181,150881,150881,1,C11132$@DOM1,C11132$@DOM1,C11132,C612,LogOn_Success,Kerberos,Network,Success
182,150881,150881,1,C11132$@DOM1,C11132$@DOM1,C612,C612,LogOff_Success,?,Network,Success
183,150881,150881,1,C1114$@DOM1,C1114$@DOM1,C1115,C1114,TGS_Success,?,?,Success
184,150881,150881,1,C1114$@DOM1,C1114$@DOM1,C1115,C553,LogOn_Success,Kerberos,Network,Success
185,150881,150881,1,C1114$@DOM1,C1114$@DOM1,C553,C553,LogOff_Success,?,Network,Success
186,150881,150881,1,C11888$@DOM1,C11888$@DOM1,C11888,C1015,LogOn_Success,NTLM,Network,Success
187,150881,150881,1,C11915$@DOM1,C11915$@DOM1,C11915,C457,LogOn_Success,Kerberos,Network,Success
188,150881,150881,1,C1235$@DOM1,C1235$@DOM1,C1235,C467,LogOn_Success,NTLM,Network,Success
189,150881,150881,1,C12445$@DOM1,C12445$@DOM1,C2162,C2162,LogOff_Success,?,Network,Success
190,150881,150881,1,C13631$@DOM1,C13631$@DOM1,C13631,C528,TGS_Success,?,?,Success
191,150881,150881,1,C13631$@DOM1,C13631$@DOM1,C13631,C528,LogOn_Success,Kerberos,Network,Success
192,150881,150881,1,C13631$@DOM1,C13631$@DOM1,C13631,C612,TGS_Success,?,?,Success
193,150881,150881,1,C1364$@DOM1,C1364$@DOM1,C1364,C612,LogOn_Success,Kerberos,Network,Success
194,150881,150881,1,C13691$@DOM1,C13691$@DOM1,C13691,C1065,LogOn_Success,Kerberos,Network,Success
195,150881,150881,1,C13696$@DOM1,C13696$@DOM1,C612,C612,LogOff_Success,?,Network,Success
196,150881,150881,1,C13707$@DOM1,C13707$@DOM1,C625,C625,LogOff_Success,?,Network,Success
197,150881,150881,1,C13742$@DOM1,C13742$@DOM1,C2855,C2855,LogOff_Success,?,Network,Success
198,150881,150881,1,C1418$@DOM1,C1418$@DOM1,C467,C467,LogOff_Success,?,Network,Success
199,150881,150881,1,C14488$@DOM1,C14488$@DOM1,C586,C586,LogOff_Success,?,Network,Success
200,150881,150881,1,C14555$@DOM1,C14555$@DOM1,C14555,C528,LogOn_Success,NTLM,Network,Success
201,150881,150881,1,C14635$@DOM1,C14635$@DOM1,C14635,C586,LogOn_Success,Kerberos,Network,Success
202,150881,150881,1,C14709$@DOM1,C14709$@DOM1,C14709,C14709,TGS_Success,?,?,Success
203,150881,150881,1,C14709$@DOM1,C14709$@DOM1,C14709,C14709,TGT_Success,?,?,Success
204,150881,150881,1,C1554$@DOM1,C1554$@DOM1,C1065,C1065,LogOff_Success,?,Network,Success
205,150881,150881,1,C15693$@DOM1,C15693$@DOM1,C15693,C625,LogOn_Success,Kerberos,Network,Success
206,150881,150881,1,C157$@DOM1,C157$@DOM1,C1065,C1065,LogOff_Success,?,Network,Success
207,150881,150881,1,C15731$@DOM1,C15731$@DOM1,C625,C625,LogOff_Success,?,Network,Success
208,150881,150881,1,C15833$@DOM1,C15833$@DOM1,C467,C467,LogOff_Success,?,Network,Success
209,150881,150881,1,C1617$@DOM1,C1617$@DOM1,C101,C101,LogOff_Success,?,Network,Success
210,150881,150881,1,C1617$@DOM1,C1617$@DOM1,C1618,C101,LogOn_Success,Kerberos,Network,Success
211,150881,150881,1,C1617$@DOM1,C1617$@DOM1,C1618,C553,LogOn_Success,Kerberos,Network,Success
212,150881,150881,1,C1617$@DOM1,C1617$@DOM1,C553,C553,LogOff_Success,?,Network,Success
213,150881,150881,1,C16420$@DOM1,C16420$@DOM1,C457,C457,LogOff_Success,?,Network,Success
214,150881,150881,1,C16453$@DOM1,C16453$@DOM1,C16453,C467,TGS_Success,?,?,Success
215,150881,150881,1,C16453$@DOM1,C16453$@DOM1,C16453,C467,LogOn_Success,Kerberos,Network,Success
216,150881,150881,1,C16453$@DOM1,C16453$@DOM1,C16453,TGT,TGS_Success,?,?,Success
217,150881,150881,1,C1653$@DOM1,C1653$@DOM1,C1653,C529,LogOn_Success,Kerberos,Network,Success
218,150881,150881,1,C1708$@DOM1,C1708$@DOM1,C1964,C1964,LogOn_Success,Kerberos,Network,Success
219,150881,150881,1,C1708$@DOM1,C1708$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
220,150881,150881,1,C17105$@DOM1,C17105$@DOM1,C529,C529,LogOff_Success,?,Network,Success
221,150881,150881,1,C17113$@DOM1,C17113$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
222,150881,150881,1,C17159$@DOM1,C17159$@DOM1,C17159,C586,LogOn_Success,Kerberos,Network,Success
223,150881,150881,1,C17159$@DOM1,C17159$@DOM1,C586,C586,LogOff_Success,?,Network,Success
224,150881,150881,1,C1766$@DOM1,C1766$@DOM1,C101,C101,LogOff_Success,?,Network,Success
225,150881,150881,1,C1794$@DOM1,C1794$@DOM1,C1795,C553,LogOn_Success,Kerberos,Network,Success
226,150881,150881,1,C1794$@DOM1,C1794$@DOM1,C553,C553,LogOff_Success,?,Network,Success
227,150881,150881,1,C1801$@DOM1,C1801$@DOM1,C457,C457,LogOff_Success,?,Network,Success
228,150881,150881,1,C1839$@DOM1,C1839$@DOM1,C528,C528,LogOff_Success,?,Network,Success
229,150881,150881,1,C1931$@DOM1,C1931$@DOM1,C1964,C1964,LogOff_Success,?,Network,Success
230,150881,150881,1,C2010$@DOM1,C2010$@DOM1,C457,C457,LogOff_Success,?,Network,Success
231,150881,150881,1,C2092$@DOM1,C2092$@DOM1,C1964,C1964,LogOff_Success,?,Network,Success
232,150881,150881,1,C2103$@DOM1,C2103$@DOM1,C2103,C2103,TGS_Success,?,?,Success
233,150881,150881,1,C2103$@DOM1,C2103$@DOM1,C2103,C529,LogOn_Success,Kerberos,Network,Success
234,150881,150881,1,C2273$@DOM1,C2273$@DOM1,C2274,C2274,TGT_Success,?,?,Success
235,150881,150881,1,C2273$@DOM1,C2273$@DOM1,C2274,C457,TGS_Success,?,?,Success
236,150881,150881,1,C2273$@DOM1,C2273$@DOM1,C2274,C457,LogOn_Success,Kerberos,Network,Success
237,150881,150881,1,C2273$@DOM1,C2273$@DOM1,C457,C457,LogOff_Success,?,Network,Success
238,150881,150881,1,C2583$@DOM1,C2583$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
239,150881,150881,1,C3137$@DOM1,C3137$@DOM1,C3137,C2106,LogOn_Success,Kerberos,Network,Success
240,150881,150881,1,C3288$@DOM1,C3288$@DOM1,C1065,C1065,LogOff_Success,?,Network,Success
241,150881,150881,1,C3697$@DOM1,C3697$@DOM1,C3697,C467,LogOn_Success,Kerberos,Network,Success
242,150881,150881,1,C3697$@DOM1,C3697$@DOM1,C457,C457,LogOff_Success,?,Network,Success
243,150881,150881,1,C3697$@DOM1,C3697$@DOM1,C467,C467,LogOff_Success,?,Network,Success
244,150881,150881,1,C395$@DOM1,C395$@DOM1,C395,C528,LogOn_Success,Kerberos,Network,Success
245,150881,150881,1,C395$@DOM1,C395$@DOM1,C528,C528,LogOff_Success,?,Network,Success
246,150881,150881,1,C4036$@DOM1,C4036$@DOM1,C4036,C2106,LogOn_Success,Kerberos,Network,Success
247,150881,150881,1,C4301$@DOM1,C4301$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
248,150881,150881,1,C4400$@DOM1,C4400$@DOM1,C4400,C586,LogOn_Success,Kerberos,Network,Success
249,150881,150881,1,C4400$@DOM1,C4400$@DOM1,C586,C586,LogOff_Success,?,Network,Success
250,150881,150881,1,C4664$@DOM1,C4664$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
251,150881,150881,1,C4664$@DOM1,C4664$@DOM1,C4665,C2106,LogOn_Success,Kerberos,Network,Success
252,150881,150881,1,C4664$@DOM1,C4664$@DOM1,C586,C586,LogOff_Success,?,Network,Success
253,150881,150881,1,C4670$@DOM1,C4670$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
254,150881,150881,1,C4810$@DOM1,C4810$@DOM1,C2106,C2106,LogOff_Success,?,Network,Success
255,150881,150881,1,C4864$@DOM1,C4864$@DOM1,C4864,C612,LogOn_Success,Kerberos,Network,Success
256,150881,150881,1,C4889$@DOM1,C4889$@DOM1,C4889,C1065,LogOn_Success,Kerberos,Network,Success
257,150881,150881,1,C4893$@DOM1,C4893$@DOM1,C457,C457,LogOff_Success,?,Network,Success
258,150881,150881,1,C4895$@DOM1,C4895$@DOM1,C625,C625,LogOff_Success,?,Network,Success
259,150881,150881,1,C5000$@DOM1,C5000$@DOM1,C1065,C1065,LogOff_Success,?,Network,Success
260,150881,150881,1,C523$@DOM1,C523$@DOM1,C1964,C1964,LogOn_Success,Kerberos,Network,Success
261,150881,150881,1,C523$@DOM1,C523$@DOM1,C553,C553,LogOff_Success,?,Network,Success
